10
1000 2000
754 755 -957
972 973 -1000
502 454 -958
860 280 -933
406 407 -911
1000 2000
875 876 -964
243 667 -924
414 520 -979
488 769 -991
106 107 -950
284 285 -934
894 895 -998
683 684 -911
197 551 -963
824 200 -956
823 221 -964
452 453 -920
270 271 -995
539 138 -949
203 204 -921
815 816 -931
891 892 -928
956 957 -971
836 837 -978
516 517 -950
480 481 -949
182 207 -965
269 270 -976
330 725 -939
778 779 -970
881 882 -948
490 491 -939
598 263 -927
286 287 -958
975 876 -947
476 426 -956
363 364 -958
965 966 -964
933 918 -965
164 165 -930
923 680 -981
837 838 -908
60 746 -997
126 548 -945
964 773 -922
156 157 -931
539 540 -967
803 540 -911
404 527 -922
408 409 -983
657 234 -1000
732 160 -943
915 916 -951
535 102 -999
481 482 -901
931 932 -907
351 352 -974
277 484 -971
912 553 -909
499 378 -992
420 421 -924
870 826 -903
775 365 -905
74 75 -931
860 115 -925
330 816 -1000
897 310 -981
327 328 -906
245 26 -937
397 990 -942
946 947 -914
787 51 -963
184 185 -968
194 195 -939
261 262 -942
455 744 -993
101 406 -931
322 702 -947
713 461 -910
160 902 -906
539 972 -947
801 802 -932
944 620 -939
836 128 -943
486 249 -980
227 228 -942
221 736 -927
1 3 -929
922 770 -903
410 315 -913
497 29 -949
890 891 -950
647 648 -963
921 922 -955
15 16 -941
159 812 -964
653 654 -995
389 390 -986
486 288 -943
125 126 -999
907 908 -961
900 794 -920
997 160 -980
276 277 -916
925 926 -945
900 988 -923
526 527 -945
96 533 -927
977 58 -948
526 856 -925
264 265 -930
422 423 -970
741 742 -915
89 26 -940
556 848 -955
605 606 -970
447 253 -938
95 96 -909
721 722 -982
863 864 -984
861 97 -983
392 393 -925
981 551 -913
920 921 -992
972 685 -926
874 875 -903
320 581 -960
231 232 -940
729 277 -936
873 874 -918
624 782 -999
933 934 -917
725 440 -1000
95 361 -922
310 765 -906
638 639 -967
460 461 -932
379 380 -948
59 60 -907
728 673 -911
320 447 -970
445 866 -921
806 292 -980
662 663 -951
897 898 -966
568 569 -969
217 756 -964
159 167 -971
322 938 -915
27 501 -950
342 441 -965
762 763 -982
667 668 -1000
405 406 -909
53 189 -901
997 18 -953
403 725 -984
992 993 -921
108 686 -968
531 233 -961
662 625 -928
436 437 -919
825 968 -998
712 713 -984
333 899 -928
823 824 -931
474 475 -957
977 978 -940
675 676 -973
132 767 -981
534 786 -982
412 242 -925
892 893 -956
654 655 -950
122 123 -976
869 870 -987
428 349 -928
100 101 -953
447 572 -906
104 105 -967
20 100 -904
560 673 -906
804 88 -974
198 320 -905
888 889 -937
47 693 -928
151 191 -975
358 410 -993
22 458 -998
257 471 -921
263 264 -960
268 269 -979
950 841 -965
329 330 -971
283 808 -987
516 316 -919
163 164 -908
973 974 -929
330 467 -943
99 100 -902
898 823 -968
705 706 -957
914 915 -974
773 177 -982
640 85 -964
786 787 -955
726 375 -936
456 926 -978
221 988 -981
250 206 -912
2 3 -990
489 490 -947
734 260 -970
827 828 -939
117 677 -915
76 848 -931
333 309 -992
382 125 -926
919 920 -926
757 758 -933
716 805 -952
258 131 -913
842 782 -997
145 146 -965
532 533 -906
406 407 -951
34 802 -956
841 339 -983
824 273 -935
191 779 -922
918 919 -938
203 761 -961
503 504 -982
955 956 -945
148 876 -971
397 398 -944
850 706 -958
640 641 -971
685 957 -956
770 771 -972
4 5 -962
566 567 -975
943 931 -997
841 842 -930
590 591 -979
242 235 -974
560 747 -976
628 629 -904
143 627 -973
701 723 -956
438 153 -918
390 391 -1000
50 654 -922
935 885 -940
105 106 -1000
45 942 -940
323 970 -992
352 353 -930
83 84 -905
237 238 -985
143 221 -958
217 430 -1000
80 81 -999
908 909 -962
382 970 -995
760 761 -935
474 519 -919
367 231 -956
187 188 -976
385 386 -982
396 312 -960
753 867 -908
423 788 -919
153 904 -985
285 558 -902
92 93 -971
49 536 -958
57 862 -977
402 290 -968
934 935 -971
986 935 -955
842 119 -942
994 896 -947
376 377 -984
386 679 -940
830 831 -918
814 815 -940
420 638 -956
500 29 -970
771 620 -986
225 353 -929
146 360 -980
679 680 -998
837 702 -988
117 118 -901
90 91 -950
619 320 -991
225 652 -999
277 278 -946
694 809 -911
542 470 -994
301 302 -962
192 193 -939
976 977 -964
804 942 -915
396 397 -925
588 589 -942
788 581 -930
802 810 -906
8 915 -964
339 340 -930
163 220 -928
681 682 -917
979 42 -943
705 928 -933
632 633 -945
267 268 -931
540 998 -958
130 313 -917
971 972 -943
23 520 -980
855 468 -954
279 919 -992
360 361 -991
127 128 -941
499 490 -994
28 29 -928
597 298 -993
330 331 -954
687 403 -976
252 253 -990
812 751 -918
136 760 -918
964 92 -999
8 9 -940
929 930 -936
492 493 -945
829 893 -971
611 612 -972
883 884 -928
643 644 -926
162 978 -990
240 861 -902
478 479 -981
745 746 -944
481 792 -963
185 564 -954
67 68 -945
833 834 -902
847 848 -995
496 497 -976
571 652 -937
307 308 -970
348 349 -963
406 657 -951
306 307 -961
353 987 -957
141 142 -939
623 624 -916
651 652 -950
244 245 -932
991 992 -930
820 821 -997
316 317 -958
794 795 -915
68 69 -936
687 688 -935
980 954 -901
124 125 -956
627 216 -996
782 783 -986
119 120 -962
835 435 -919
490 82 -936
299 300 -919
38 714 -908
832 833 -964
551 189 -953
455 456 -965
341 342 -983
649 134 -901
724 863 -964
17 18 -930
697 388 -919
31 32 -974
62 63 -934
974 975 -956
468 607 -926
694 862 -972
97 98 -927
607 898 -903
663 664 -981
719 119 -956
383 110 -912
380 381 -966
714 449 -947
14 362 -957
550 551 -950
980 679 -929
846 847 -911
486 487 -964
193 816 -946
284 637 -995
699 655 -916
940 951 -930
475 636 -959
616 947 -983
510 511 -995
19 20 -970
715 920 -916
501 502 -991
265 266 -949
849 850 -974
388 389 -956
677 198 -917
963 964 -938
208 209 -937
208 895 -977
107 108 -925
287 158 -945
389 259 -935
295 551 -909
260 261 -970
76 382 -943
862 991 -971
868 869 -937
464 465 -996
800 390 -925
334 380 -970
425 426 -974
485 638 -951
402 272 -927
78 829 -982
139 140 -928
144 145 -939
241 405 -988
762 855 -945
350 495 -928
739 710 -958
982 983 -995
272 10 -945
768 769 -969
130 419 -955
292 293 -949
224 225 -941
107 322 -991
151 862 -919
960 68 -945
391 392 -979
966 967 -950
695 193 -990
502 623 -947
401 293 -948
336 337 -987
433 593 -954
358 359 -922
489 184 -952
146 685 -984
865 410 -928
556 147 -915
569 570 -988
511 247 -954
821 361 -970
256 257 -962
332 834 -952
816 903 -992
511 113 -926
841 635 -975
500 763 -916
86 736 -906
797 798 -932
209 210 -930
544 462 -957
373 69 -991
686 687 -902
599 809 -919
635 32 -904
576 577 -964
706 376 -920
899 534 -947
129 62 -902
344 345 -940
719 720 -906
696 275 -996
793 387 -963
105 128 -975
389 417 -906
453 454 -937
819 235 -939
432 613 -921
938 686 -996
546 547 -970
684 685 -957
658 659 -975
955 778 -936
712 851 -958
702 703 -989
834 835 -903
731 328 -955
189 190 -946
451 383 -941
222 223 -968
592 599 -971
611 141 -956
1 760 -956
682 683 -931
734 735 -902
643 261 -920
649 530 -902
138 433 -973
58 59 -919
24 25 -968
287 712 -936
166 167 -950
450 451 -952
854 992 -989
53 656 -949
898 946 -985
691 692 -936
994 995 -914
624 625 -963
818 819 -954
131 132 -960
322 95 -904
447 520 -967
563 564 -900
896 897 -970
297 298 -961
499 500 -962
527 528 -965
607 608 -959
214 215 -977
961 280 -971
616 617 -908
824 825 -954
910 911 -901
89 90 -967
936 937 -989
573 476 -999
772 773 -907
659 660 -947
193 194 -995
319 375 -998
255 260 -927
719 873 -982
696 697 -938
111 112 -912
512 539 -926
556 557 -945
432 453 -902
553 554 -908
995 996 -903
871 124 -900
944 945 -913
387 898 -930
665 666 -960
463 921 -908
670 671 -982
43 44 -977
361 362 -979
223 335 -910
167 168 -965
949 950 -957
612 916 -966
102 538 -976
485 978 -936
859 860 -956
871 305 -947
978 911 -961
501 57 -937
841 882 -971
715 716 -963
421 422 -956
523 524 -999
709 841 -940
708 709 -914
220 221 -1000
404 405 -900
615 616 -922
668 669 -927
695 696 -938
688 689 -997
564 676 -957
102 103 -976
852 853 -965
907 312 -901
759 760 -985
742 542 -987
158 667 -973
64 65 -930
17 297 -935
634 298 -926
609 655 -935
410 411 -976
707 11 -971
31 696 -914
325 326 -976
975 976 -983
37 38 -932
953 915 -958
379 94 -962
386 387 -912
35 376 -968
206 699 -978
744 75 -939
575 871 -907
418 337 -947
811 812 -988
646 192 -924
716 270 -942
185 315 -929
737 738 -927
234 881 -905
858 859 -962
169 170 -924
524 525 -983
641 642 -988
562 49 -977
667 916 -971
711 712 -938
844 845 -928
370 371 -949
248 249 -998
422 407 -921
806 807 -951
799 800 -906
259 845 -973
155 156 -982
1 310 -997
964 401 -998
252 278 -998
177 178 -990
951 952 -982
86 901 -926
929 173 -920
668 312 -985
964 965 -962
66 260 -923
866 867 -920
914 508 -929
868 229 -961
170 171 -961
247 248 -944
270 519 -971
158 504 -921
802 803 -917
759 454 -918
223 224 -967
173 174 -991
314 315 -936
851 852 -969
950 38 -901
963 57 -984
771 772 -922
999 0 -1000
511 474 -909
74 603 -915
776 777 -950
317 318 -909
904 905 -952
503 424 -916
622 623 -962
454 289 -976
554 555 -989
678 679 -995
254 255 -971
551 552 -989
897 434 -907
556 774 -997
20 523 -934
161 162 -950
323 885 -940
771 258 -974
865 866 -901
902 903 -986
566 56 -991
484 681 -954
110 345 -985
199 206 -929
487 488 -998
513 627 -911
898 724 -916
116 759 -969
535 536 -931
774 775 -967
463 397 -976
387 961 -917
183 546 -912
637 668 -960
993 994 -924
6 7 -986
713 714 -920
785 912 -946
51 637 -916
60 61 -977
491 492 -934
696 664 -949
93 94 -922
960 961 -986
211 212 -953
574 596 -970
544 545 -981
140 518 -952
815 610 -957
165 166 -911
457 925 -989
398 399 -914
346 347 -930
407 408 -922
158 435 -993
443 444 -909
213 214 -938
511 194 -948
155 366 -917
633 370 -929
673 674 -981
541 787 -941
255 256 -958
54 980 -965
176 518 -954
247 79 -994
828 829 -992
424 425 -943
780 781 -908
720 339 -915
20 21 -976
434 435 -950
277 614 -926
974 867 -972
333 334 -905
732 733 -977
792 793 -940
513 514 -938
73 416 -971
323 324 -910
126 127 -908
769 98 -926
977 497 -919
998 841 -974
43 793 -987
14 15 -965
347 894 -923
688 194 -962
288 289 -923
661 662 -906
893 940 -963
980 196 -959
740 741 -919
141 570 -911
504 505 -932
240 241 -925
630 631 -955
836 548 -985
646 827 -976
366 367 -949
673 549 -915
922 923 -940
398 866 -951
893 894 -901
38 997 -999
883 838 -941
148 149 -929
886 887 -981
110 111 -920
924 925 -969
730 731 -954
698 699 -942
305 452 -913
25 26 -964
137 876 -927
311 753 -998
161 466 -947
249 346 -992
124 929 -904
652 653 -973
631 632 -940
792 555 -929
673 140 -967
595 596 -979
785 786 -946
251 252 -959
69 822 -992
597 598 -994
250 576 -990
610 611 -990
593 594 -972
600 77 -983
522 523 -959
140 141 -980
752 753 -902
784 785 -921
997 998 -967
893 370 -934
765 766 -976
382 383 -993
91 92 -927
884 693 -986
0 1 -960
474 914 -953
437 438 -961
867 4 -923
625 626 -946
303 444 -999
488 489 -994
887 888 -909
896 521 -906
926 927 -916
572 174 -991
75 76 -959
574 575 -905
346 509 -993
295 803 -919
426 103 -977
33 34 -947
822 823 -902
622 87 -944
880 533 -936
188 189 -998
614 615 -979
526 522 -927
483 532 -911
602 603 -904
330 279 -980
50 175 -971
347 348 -991
978 795 -927
357 358 -947
913 914 -900
839 840 -927
509 13 -909
212 213 -987
565 566 -959
586 944 -1000
767 768 -988
468 469 -967
441 24 -986
517 518 -919
763 291 -929
562 563 -970
412 413 -1000
308 309 -954
729 525 -942
371 372 -974
16 53 -955
897 559 -949
500 583 -965
843 844 -953
496 501 -979
461 930 -995
256 948 -924
952 953 -990
36 37 -976
731 452 -911
461 462 -918
349 309 -991
229 255 -914
779 614 -943
938 939 -960
133 134 -935
549 327 -999
273 274 -987
511 512 -904
634 635 -916
475 476 -998
417 145 -975
343 859 -912
257 245 -926
704 424 -926
491 548 -987
892 470 -977
157 158 -934
261 940 -963
276 13 -908
609 610 -987
691 863 -930
667 227 -954
216 544 -983
961 73 -916
657 658 -984
393 394 -1000
364 365 -908
536 537 -932
568 338 -910
787 788 -996
134 135 -946
262 263 -912
704 705 -907
55 56 -996
226 54 -941
115 961 -977
342 343 -997
913 108 -902
290 551 -996
671 672 -958
50 161 -946
35 36 -960
726 727 -916
313 867 -921
812 813 -906
521 522 -901
549 815 -984
483 14 -978
916 917 -923
225 890 -944
709 710 -936
249 250 -993
578 579 -986
226 227 -910
689 690 -997
560 561 -955
738 739 -948
716 717 -973
262 565 -975
66 67 -981
129 130 -936
479 480 -934
862 863 -978
87 88 -980
963 394 -992
940 941 -917
183 184 -917
459 460 -920
449 561 -922
293 294 -912
461 710 -923
765 296 -943
70 206 -984
559 560 -923
979 353 -958
355 944 -901
606 607 -975
403 404 -967
876 877 -941
426 348 -945
885 129 -980
278 279 -992
391 445 -947
928 945 -988
45 46 -914
27 742 -996
168 169 -936
758 138 -1000
50 51 -909
659 793 -958
483 484 -900
694 967 -993
98 99 -911
234 235 -1000
663 551 -936
259 260 -931
840 841 -905
990 991 -985
494 116 -932
480 513 -937
928 929 -978
413 414 -940
179 280 -900
776 207 -948
848 849 -993
365 836 -901
722 723 -975
52 53 -928
518 519 -924
693 694 -930
669 809 -929
900 443 -962
756 290 -969
93 422 -926
975 356 -901
819 820 -910
418 419 -957
60 990 -937
598 599 -976
835 520 -1000
618 619 -942
354 355 -925
130 131 -949
200 21 -918
45 216 -903
972 973 -937
466 78 -919
322 323 -985
239 240 -988
748 749 -976
589 438 -946
116 585 -925
485 486 -950
48 49 -955
880 881 -949
680 884 -943
113 399 -913
343 344 -997
915 234 -927
369 370 -925
710 711 -981
451 452 -985
39 771 -935
250 392 -960
637 638 -931
489 685 -937
354 940 -944
261 853 -924
482 483 -972
449 450 -1000
241 242 -991
739 86 -903
147 148 -923
198 199 -931
871 320 -940
463 464 -963
672 673 -975
225 226 -912
330 162 -982
676 677 -969
468 107 -929
288 263 -928
81 559 -983
530 541 -940
744 381 -987
591 592 -952
470 471 -942
656 657 -989
469 470 -982
175 804 -983
246 247 -961
228 229 -974
49 50 -964
690 691 -933
205 936 -910
549 480 -941
494 495 -912
804 805 -932
605 145 -986
755 577 -952
809 411 -913
503 681 -900
646 647 -946
853 854 -946
86 87 -929
400 7 -959
356 357 -912
469 233 -953
991 349 -918
585 586 -996
722 847 -935
571 542 -961
699 117 -944
69 384 -928
440 441 -902
86 653 -975
749 750 -971
986 487 -954
886 765 -942
479 523 -933
823 360 -927
701 702 -955
810 44 -901
547 548 -922
870 871 -967
155 991 -983
361 397 -949
353 354 -989
379 164 -914
714 744 -933
521 827 -958
762 848 -948
577 578 -964
156 85 -933
982 735 -921
283 522 -952
309 310 -959
231 899 -964
645 646 -991
100 244 -911
402 196 -940
608 609 -974
345 346 -903
196 197 -945
750 751 -998
154 155 -972
267 137 -942
912 121 -974
327 193 -997
46 47 -958
958 959 -970
186 187 -967
3 4 -955
650 651 -988
889 890 -966
924 673 -991
568 558 -934
495 496 -990
202 203 -940
572 573 -924
135 136 -960
571 826 -965
860 834 -976
685 686 -981
147 985 -927
337 338 -999
166 743 -969
603 17 -904
825 526 -943
549 550 -917
368 369 -955
227 96 -916
195 417 -984
835 348 -962
47 48 -990
847 931 -914
149 150 -946
718 719 -914
343 791 -960
528 529 -984
875 579 -960
94 95 -985
433 434 -994
563 121 -921
572 194 -919
845 846 -918
387 388 -998
263 118 -918
564 678 -971
301 920 -932
216 217 -966
113 114 -904
812 202 -942
699 700 -936
879 880 -918
15 584 -958
34 35 -919
63 64 -984
731 732 -947
114 436 -975
26 732 -966
633 634 -971
109 110 -919
345 243 -972
885 886 -931
763 764 -963
805 806 -963
560 268 -940
430 799 -961
829 606 -911
508 804 -974
296 356 -909
371 96 -998
122 307 -928
599 455 -919
614 394 -989
730 41 -952
266 267 -921
190 148 -955
70 71 -930
600 935 -965
755 532 -970
527 197 -954
475 804 -912
541 146 -912
331 332 -966
749 574 -936
458 459 -903
162 163 -909
322 181 -926
809 810 -999
77 78 -963
545 546 -908
767 220 -906
465 466 -900
197 198 -900
51 52 -942
218 219 -974
847 267 -945
961 962 -919
741 382 -979
451 881 -954
181 182 -932
281 282 -963
224 526 -981
157 600 -946
633 231 -981
85 86 -920
202 78 -990
318 319 -986
998 999 -920
527 293 -924
855 856 -962
655 656 -930
471 472 -920
289 290 -936
269 605 -922
509 510 -960
196 775 -937
238 239 -940
557 763 -900
932 933 -928
907 697 -988
942 943 -902
930 931 -974
987 988 -953
725 726 -952
469 267 -919
325 817 -965
294 295 -925
122 975 -987
399 400 -915
18 19 -969
700 941 -977
103 104 -967
755 868 -954
290 456 -907
927 928 -971
521 943 -986
619 620 -942
677 678 -906
558 559 -932
655 919 -956
48 422 -958
197 893 -990
869 453 -977
23 24 -951
910 486 -919
151 152 -944
831 832 -902
463 132 -951
940 925 -961
985 986 -995
967 968 -939
968 233 -966
497 430 -966
942 380 -941
392 389 -963
92 914 -964
182 183 -968
755 756 -970
9 10 -978
821 822 -910
88 89 -976
635 991 -955
533 112 -982
703 567 -940
54 902 -946
507 508 -956
650 114 -938
747 748 -916
882 883 -992
71 72 -954
21 22 -976
763 308 -941
715 709 -967
647 433 -910
126 198 -991
5 6 -994
340 341 -941
856 857 -979
338 979 -998
913 637 -978
281 330 -968
353 814 -912
723 724 -980
444 445 -936
303 144 -946
205 206 -974
219 942 -904
505 173 -923
903 302 -997
592 593 -956
557 558 -977
312 929 -954
290 695 -961
199 200 -973
614 183 -977
540 928 -929
185 186 -985
432 433 -961
206 207 -975
427 428 -985
850 851 -900
746 313 -944
84 85 -911
384 385 -920
505 506 -900
935 936 -912
862 302 -900
765 215 -917
732 58 -947
773 562 -974
253 848 -958
582 701 -912
462 463 -983
775 776 -982
285 286 -929
128 129 -921
311 312 -912
305 306 -998
611 735 -965
144 87 -994
310 311 -921
594 595 -991
917 918 -985
970 971 -920
211 289 -923
472 473 -906
942 922 -967
564 565 -981
635 675 -963
197 654 -980
16 17 -916
778 580 -974
520 594 -938
835 836 -976
179 180 -906
440 824 -928
707 708 -959
507 561 -955
884 885 -970
507 582 -985
191 192 -975
121 122 -985
649 650 -977
25 679 -902
44 45 -936
132 133 -963
612 478 -953
851 173 -925
176 177 -933
457 458 -907
4 176 -963
758 759 -992
441 442 -937
349 350 -964
185 263 -927
90 34 -938
416 417 -991
826 827 -988
467 468 -972
429 430 -963
767 933 -970
597 5 -988
438 439 -998
823 319 -969
171 172 -1000
766 142 -900
439 440 -923
951 521 -972
220 959 -974
468 529 -902
898 899 -984
349 210 -964
32 33 -996
31 196 -909
138 139 -905
997 648 -940
654 414 -927
69 70 -980
304 305 -971
114 115 -915
503 1 -901
935 436 -905
428 429 -904
909 660 -923
334 335 -988
520 521 -933
411 412 -926
362 363 -943
347 348 -922
32 381 -992
421 890 -933
616 976 -969
771 660 -931
579 580 -990
324 325 -925
400 401 -984
766 767 -942
791 792 -953
335 336 -941
426 427 -990
10 11 -936
502 503 -922
676 501 -927
523 693 -916
383 384 -959
255 178 -939
842 843 -986
444 680 -982
11 12 -945
877 878 -972
378 379 -948
248 331 -986
597 799 -905
706 707 -901
327 419 -934
172 173 -999
551 235 -982
165 252 -901
790 791 -907
82 83 -960
871 600 -930
986 987 -976
795 796 -981
567 568 -933
12 258 -939
923 924 -919
810 811 -1000
861 862 -943
939 940 -929
217 218 -922
829 830 -986
781 940 -972
746 823 -928
466 467 -997
966 333 -930
534 535 -989
312 313 -922
310 960 -990
315 316 -955
774 890 -951
121 358 -931
7 8 -938
697 698 -975
793 374 -943
632 160 -934
751 660 -991
666 667 -995
732 509 -923
358 786 -925
141 540 -919
872 873 -930
943 944 -962
838 371 -944
402 403 -922
355 356 -963
684 350 -914
714 594 -900
540 541 -976
502 934 -922
298 299 -984
76 287 -966
312 298 -913
886 401 -932
475 255 -945
864 11 -953
800 801 -944
271 95 -901
246 346 -972
596 597 -932
883 328 -914
715 226 -947
583 272 -900
983 984 -935
174 175 -966
208 398 -975
153 367 -944
754 755 -913
65 66 -980
344 820 -930
311 400 -952
245 246 -986
31 670 -939
328 329 -969
636 637 -946
2 758 -907
212 631 -958
770 839 -954
587 588 -969
447 34 -969
150 151 -986
573 574 -900
604 605 -980
30 31 -934
291 292 -900
56 57 -943
186 459 -929
500 501 -902
854 855 -952
826 335 -926
235 236 -901
143 144 -973
168 837 -938
430 431 -986
321 322 -990
275 276 -989
72 73 -981
28 683 -919
627 628 -986
793 794 -977
739 948 -937
613 614 -963
328 338 -957
81 95 -944
589 869 -940
303 304 -976
875 761 -923
603 604 -909
368 875 -949
276 792 -984
768 469 -959
216 202 -994
120 121 -953
260 62 -960
427 328 -944
42 43 -938
623 527 -942
789 269 -980
279 280 -981
214 258 -978
79 171 -911
124 377 -935
80 585 -957
692 693 -934
441 262 -975
187 448 -999
599 600 -906
813 814 -973
287 288 -989
660 661 -976
525 884 -925
631 529 -927
14 539 -932
